Designation,H Mag,Mean Mag (r Band),Number of Observations,Arc (days),LS peak / Adopted Fourier (hr),Period display,LS peak period (hr),Adopted period (hr),Adopted K,2P candidate (hr),ΔBIC(2P−P),Amplitude (Fourier),g - r,g - i,r - i,Axial Elongation,Reliability,Bootstrap top_frac,Bootstrap n_unique_winners,Bootstrap family_size,Ambiguous candidates (P_hr:frac),pipeline_version,run_id_utc,outdir,final_row_path
2025 MA47,20.537229024295343,23.636526717557253,233,9.038265405092591,54.23 / 15.09,LS_peak=54.23 h; Adopted=15.09 h,54.22959243055556,15.089973545893718,2,30.17994709178744,19.851261028393,0.4608317609170733,0.5506940833339797,0.8400377429340189,0.2893436596000391,1.5287367445828135,insufficient,0.3675,8,8,15.090:0.367; 54.230:0.210; 41.318:0.170; 9.255:0.133; 108.459:0.070,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA47,C:\Users\vikas\Downloads\ls_outputs\2025_MA47\step14_final_summary.csv
2025 MA48,19.57791716147303,23.709523809523805,43,7.010727893518519,0.33 / 0.52,LS_peak=0.33 h; Adopted=0.52 h,0.3272695734392306,0.519012822654928,2,1.038025645309856,3.859061794636872,0.2274813605354963,0.4800580371647527,0.7831454853186912,0.3030874481539385,1.2330836639832163,insufficient,0.4625,4,8,0.519:0.463; 0.339:0.290; 2.000:0.125; 2.185:0.122; 3.244:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA48,C:\Users\vikas\Downloads\ls_outputs\2025_MA48\step14_final_summary.csv
2025 MA49,18.28814911237675,23.578,30,6.092030405092593,0.17 / 0.37,LS_peak=0.17 h; Adopted=0.37 h,0.1652776371029783,0.3742344705735971,2,0.7484689411471942,6.803336348860697,0.3705662154930358,0.5435217203102134,0.5703934929053567,0.0268717725951432,1.4067809744063475,insufficient,0.3575,5,8,0.374:0.357; 0.187:0.347; 0.171:0.140; 0.320:0.122; 0.239:0.033,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA49,C:\Users\vikas\Downloads\ls_outputs\2025_MA49\step14_final_summary.csv
2025 MA5,19.41273020861888,23.837380952380958,37,2.1323251041666667,15.16 / 15.16,LS_peak=15.16 h; Adopted=15.16 h,15.16320074074074,15.16320074074074,2,,,0.4628288849113288,0.4078894836021263,0.776697059874607,0.3688075762724807,1.5315513200631223,insufficient,0.755,4,8,15.163:0.755; 0.795:0.163; 0.882:0.050; 2.748:0.033; 1.765:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA5,C:\Users\vikas\Downloads\ls_outputs\2025_MA5\step14_final_summary.csv
2025 MA50,20.7316816267552,23.523772727272725,237,12.041290405092592,9.97 / 14.05,LS_peak=9.97 h; Adopted=14.05 h,9.96520585249042,14.054272083755489,2,14.054272083755489,1.1825275537064217,0.1805648082139506,0.4917345012013321,0.532617643789461,0.0408831425881288,1.1809348071389674,insufficient,0.335,8,8,7.986:0.335; 19.930:0.245; 14.054:0.237; 3.270:0.072; 3.993:0.040,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA50,C:\Users\vikas\Downloads\ls_outputs\2025_MA50\step14_final_summary.csv
2025 MA51,18.747746531282832,23.10353333333334,33,9.027103310185186,19.47 / 14.75,LS_peak=19.47 h; Adopted=14.75 h,19.474200399500628,14.750670940898344,4,,,1.4735220652536498,0.540065711318622,1.1155653702467667,0.5754996589281447,3.885159260450485,insufficient,0.275,8,8,10.699:0.275; 7.618:0.270; 19.474:0.175; 14.751:0.140; 2.199:0.072,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA51,C:\Users\vikas\Downloads\ls_outputs\2025_MA51\step14_final_summary.csv
2025 MA52,20.751323338922457,23.1728,61,9.028625810185185,5.61 / 4.54,LS_peak=5.61 h; Adopted=4.54 h,5.610019920891766,4.537948051192554,3,9.075896102385109,13.855358909417248,0.6717099499535583,0.5335772723108185,0.434220537193891,-0.0993567351169275,1.856453091286811,ambiguous,0.6325,8,8,4.538:0.632; 9.076:0.128; 3.810:0.098; 5.610:0.075; 7.620:0.030,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA52,C:\Users\vikas\Downloads\ls_outputs\2025_MA52\step14_final_summary.csv
2025 MA53,19.915489136612173,23.29884210526316,39,9.028625810185185,1.73 / 1.43,LS_peak=1.73 h; Adopted=1.43 h,1.7334961555555557,1.433826431394173,2,2.867652862788346,0.6831033315508108,0.4724632697339355,0.6171692699483664,0.2755254221080605,-0.3416438478403059,1.5452021647350005,insufficient,0.6325,7,8,1.434:0.632; 3.231:0.145; 4.389:0.095; 19.261:0.045; 10.734:0.035,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA53,C:\Users\vikas\Downloads\ls_outputs\2025_MA53\step14_final_summary.csv
2025 MA54,20.73901697777024,23.584576086956528,156,6.013590196759259,44.41 / 19.08,LS_peak=44.41 h; Adopted=19.08 h,44.408050683760685,19.08445153351699,2,38.16890306703398,1.8679069205442431,0.223251780520412,0.5587165776352521,0.8541038130354544,0.2953872354002023,1.2282894233524355,insufficient,0.3925,6,8,0.583:0.393; 19.084:0.290; 0.846:0.255; 9.542:0.035; 11.049:0.015,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA54,C:\Users\vikas\Downloads\ls_outputs\2025_MA54\step14_final_summary.csv
2025 MA55,19.821196994215715,23.37716860465116,366,12.047805902777778,128.51 / 128.51,LS_peak=128.51 h; Adopted=128.51 h,128.50992962962965,128.50992962962965,2,,,0.5762477994040804,0.516973782476768,0.637360525985244,0.120386743508476,1.7001965076402143,reliable,0.48,7,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA55,C:\Users\vikas\Downloads\ls_outputs\2025_MA55\step14_final_summary.csv
2025 MA56,19.7390021952043,23.707697674418608,177,12.039847002314817,7.58 / 15.16,LS_peak=7.58 h; Adopted=15.16 h,7.579182375227686,15.158364750455371,2,30.21765522149601,13.305310693497772,0.4531511216648888,0.5474156242850228,0.7688798313234422,0.2214642070384194,1.517960423332563,ambiguous,0.4575,7,8,15.158:0.458; 11.114:0.198; 81.111:0.098; 22.227:0.090; 9.210:0.083,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA56,C:\Users\vikas\Downloads\ls_outputs\2025_MA56\step14_final_summary.csv
2025 MA57,20.095440719537315,23.57952830188679,120,9.014698506944445,19.23 / 19.23,LS_peak=19.23 h; Adopted=19.23 h,19.231356814814816,19.231356814814816,2,38.46271362962963,1.420918654702774,0.7606432729932718,0.5928971415944417,0.8543702797488137,0.261473138154372,2.0149176873062986,insufficient,0.305,8,8,19.231:0.305; 101.813:0.237; 21.368:0.193; 10.684:0.120; 38.463:0.100,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA57,C:\Users\vikas\Downloads\ls_outputs\2025_MA57\step14_final_summary.csv
2025 MA58,17.289702685770422,22.57330057803468,392,12.041372800925926,2.35 / 4.70,LS_peak=2.35 h; Adopted=4.70 h,2.349536156278229,4.699072312556458,3,9.398144625112916,40.061491710697226,0.2106480312582969,0.5148441832252928,0.6859490002082502,0.1711048169829574,1.2141132885062076,reliable,0.66,5,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA58,C:\Users\vikas\Downloads\ls_outputs\2025_MA58\step14_final_summary.csv
2025 MA59,20.676981489342584,23.91802222222222,73,9.032314305555555,3.61 / 6.27,LS_peak=3.61 h; Adopted=6.27 h,3.6129257222222217,6.271986787221217,2,12.543973574442434,12.001043280875336,0.3499624077814397,0.408919786139581,0.5187022881614141,0.109782502021833,1.380336471401909,insufficient,0.1825,8,8,3.613:0.182; 10.353:0.182; 2.079:0.170; 6.272:0.145; 2.279:0.122,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA59,C:\Users\vikas\Downloads\ls_outputs\2025_MA59\step14_final_summary.csv
2025 MA6,19.147160838847515,23.702835820895523,145,6.000608402777778,20.21 / 40.43,LS_peak=20.21 h; Adopted=40.43 h,20.212575672514618,40.42515134502924,2,,,0.5934668258176288,0.477100400340916,0.6889057681709367,0.2118053678300206,1.7273753996872503,insufficient,0.395,6,8,20.213:0.395; 40.425:0.297; 9.291:0.115; 0.130:0.107; 5.053:0.070,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA6,C:\Users\vikas\Downloads\ls_outputs\2025_MA6\step14_final_summary.csv
2025 MA60,19.16402785701973,23.840756756756758,61,5.999632094907407,0.22 / 0.27,LS_peak=0.22 h; Adopted=0.27 h,0.2231556300314262,0.2729043738977072,2,0.5458087477954144,4.968065829994877,0.2562523334730193,0.4688145148974776,0.6762640190361182,0.2074495041386406,1.2661959888266645,insufficient,0.765,5,8,0.273:0.765; 0.191:0.090; 0.416:0.052; 1.577:0.052; 0.230:0.040,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA60,C:\Users\vikas\Downloads\ls_outputs\2025_MA60\step14_final_summary.csv
2025 MA61,20.5188959234074,23.670305084745763,95,9.03377980324074,30.43 / 8.69,LS_peak=30.43 h; Adopted=8.69 h,30.429574074074075,8.69416402116402,2,17.38832804232804,1.0445840986545392,0.2111404499295934,0.5077398615598661,0.5873397829445892,0.0795999213847231,1.214664055482044,insufficient,0.2775,8,8,0.285:0.278; 8.694:0.215; 4.347:0.203; 0.472:0.098; 3.714:0.077,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA61,C:\Users\vikas\Downloads\ls_outputs\2025_MA61\step14_final_summary.csv
2025 MA62,15.770658443327152,23.124229166666662,109,6.015590798611111,0.26 / 0.26,LS_peak=0.26 h; Adopted=0.26 h,0.2555860662388434,0.2555860662388434,2,0.5111721324776868,1.9950788039989789,0.1693701107759327,0.5203582188696885,0.6459689528009651,0.1256107339312766,1.1688211034053988,insufficient,0.5675,5,8,0.256:0.568; 0.857:0.285; 5.323:0.102; 0.189:0.028; 2.661:0.018,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA62,C:\Users\vikas\Downloads\ls_outputs\2025_MA62\step14_final_summary.csv
2025 MA63,17.677025981788653,22.45724444444445,111,12.042323599537037,6.51 / 13.03,LS_peak=6.51 h; Adopted=13.03 h,6.513031355242567,13.026062710485132,2,26.052125420970267,4.644566576727101,0.0948395195224591,0.458967525211019,0.5045901385113005,0.0456226133002815,1.0912790247768906,insufficient,0.265,8,8,0.254:0.265; 13.026:0.193; 7.169:0.140; 6.513:0.120; 8.962:0.117,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA63,C:\Users\vikas\Downloads\ls_outputs\2025_MA63\step14_final_summary.csv
2025 MA64,18.031042251208245,23.10331034482759,337,12.043866203703704,15.31 / 18.65,LS_peak=15.31 h; Adopted=18.65 h,15.314055040470937,18.64856702508961,3,37.29713405017922,9.917120633782076,0.5026004039402816,0.5588923069494953,0.6759300492427549,0.1170377422932595,1.5886936569601944,insufficient,0.305,7,8,18.649:0.305; 30.628:0.245; 9.324:0.177; 15.314:0.135; 42.044:0.087,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA64,C:\Users\vikas\Downloads\ls_outputs\2025_MA64\step14_final_summary.csv
2025 MA65,18.18233607149601,23.375333333333337,102,12.043866203703704,0.71 / 10.66,LS_peak=0.71 h; Adopted=10.66 h,0.7071627862725113,10.65632401433692,2,21.31264802867384,3.3954843139287902,0.2827659745112673,0.5501608422796807,0.8541769732969584,0.3040161310172777,1.2974970819625329,insufficient,0.2525,8,8,10.656:0.253; 1.414:0.205; 19.270:0.182; 0.419:0.128; 0.707:0.092,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA65,C:\Users\vikas\Downloads\ls_outputs\2025_MA65\step14_final_summary.csv
2025 MA66,19.583275011579858,23.58733962264151,94,2.127798101851852,5.38 / 5.38,LS_peak=5.38 h; Adopted=5.38 h,5.375489941520467,5.375489941520467,3,10.750979883040934,8.011574048248207,0.5060708695124293,0.6375279908892573,0.9155961576821844,0.2780681667929272,1.5937799088011877,insufficient,0.28,6,8,3.349:0.280; 6.434:0.240; 5.375:0.195; 2.106:0.122; 4.212:0.113,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA66,C:\Users\vikas\Downloads\ls_outputs\2025_MA66\step14_final_summary.csv
2025 MA67,20.664594458191,23.593120000000003,36,2.1323251041666667,17.80 / 10.92,LS_peak=17.80 h; Adopted=10.92 h,17.80027913043478,10.917504533333332,2,,,0.5167067025842677,0.5060917942697785,0.6900832486989543,0.1839914544291758,1.60946924044981,insufficient,0.335,5,8,0.212:0.335; 10.918:0.318; 0.526:0.122; 0.328:0.113; 5.459:0.113,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA67,C:\Users\vikas\Downloads\ls_outputs\2025_MA67\step14_final_summary.csv
2025 MA68,17.87204572594701,22.44883098591549,141,4.1161625,0.27 / 0.27,LS_peak=0.27 h; Adopted=0.27 h,0.2651134518617913,0.2704202566295979,2,0.5408405132591959,7.818333511696096,0.0735803456514043,0.5150907545354997,0.7160792112498875,0.2009884567143878,1.0701191557778205,insufficient,0.49,6,8,0.270:0.490; 0.387:0.295; 0.175:0.072; 0.811:0.052; 1.621:0.050,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA68,C:\Users\vikas\Downloads\ls_outputs\2025_MA68\step14_final_summary.csv
2025 MA69,19.79863421347636,23.803682926829268,63,4.107531099537037,19.72 / 39.43,LS_peak=19.72 h; Adopted=39.43 h,19.716149277777777,39.43229855555556,2,,,0.618631135641695,0.3837770783792891,0.9513952261752152,0.5676181477959261,1.767878663107428,insufficient,0.36,6,8,39.432:0.360; 8.480:0.290; 0.490:0.287; 6.627:0.040; 3.142:0.015,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA69,C:\Users\vikas\Downloads\ls_outputs\2025_MA69\step14_final_summary.csv
2025 MA7,19.00890768509237,23.051484848484847,98,12.043866203703704,17.00 / 17.00,LS_peak=17.00 h; Adopted=17.00 h,17.003105228758173,17.003105228758173,2,34.006210457516346,0.6622957201740292,0.4245798399201593,0.6271122349318645,0.7115758641449332,0.0844636292130687,1.4785361109760375,insufficient,0.3725,8,8,17.003:0.372; 19.849:0.217; 14.057:0.122; 34.006:0.105; 118.586:0.085,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA7,C:\Users\vikas\Downloads\ls_outputs\2025_MA7\step14_final_summary.csv
2025 MA70,18.77887976336308,23.053443037974684,320,9.02896199074074,32.71 / 65.42,LS_peak=32.71 h; Adopted=65.42 h,32.70869249475891,65.41738498951781,2,,,0.381574074896022,0.4088820981824987,0.4909697251336382,0.0820876269511394,1.4211163300615743,reliable,0.4175,8,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA70,C:\Users\vikas\Downloads\ls_outputs\2025_MA70\step14_final_summary.csv
2025 MA71,19.16834163262341,23.8758125,123,9.039259108796296,42.33 / 84.66,LS_peak=42.33 h; Adopted=84.66 h,42.33018899728997,84.66037799457995,2,,,0.4640286451140419,0.3212454978007812,0.6863361998131587,0.3650907020123775,1.53324465028661,insufficient,0.24,8,8,15.224:0.240; 4.264:0.193; 84.660:0.193; 42.330:0.180; 10.746:0.115,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA71,C:\Users\vikas\Downloads\ls_outputs\2025_MA71\step14_final_summary.csv
2025 MA72,19.33763277783896,22.36819178082192,171,9.029675208333334,61.92 / 15.69,LS_peak=61.92 h; Adopted=15.69 h,61.91777285714285,15.689571402714927,2,31.379142805429854,5.832969397863735,0.122564382441647,0.6015127663125632,0.7269749808147061,0.1254622145021429,1.1195042663332828,insufficient,0.395,8,8,15.690:0.395; 7.845:0.203; 5.897:0.130; 9.474:0.100; 2.411:0.095,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA72,C:\Users\vikas\Downloads\ls_outputs\2025_MA72\step14_final_summary.csv
2025 MA73,20.37241786063402,23.932666666666663,49,10.00821650462963,0.48 / 1.00,LS_peak=0.48 h; Adopted=1.00 h,0.4788381681756514,1.0036968236557269,2,2.0073936473114533,7.194627848169631,0.3350549395554728,0.407208095524183,0.6127019968149163,0.2054939012907333,1.361513574944411,insufficient,0.65,7,8,1.004:0.650; 0.191:0.175; 0.462:0.058; 2.071:0.050; 4.141:0.037,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA73,C:\Users\vikas\Downloads\ls_outputs\2025_MA73\step14_final_summary.csv
2025 MA74,18.520562591663527,23.738386666666667,135,9.034807708333334,15.49 / 30.98,LS_peak=15.49 h; Adopted=30.98 h,15.488241785714283,30.976483571428567,2,,,1.0314402606995952,0.4487719288713272,0.9886273555278642,0.539855426656537,2.5856879069704983,insufficient,0.2075,8,8,18.753:0.207; 30.976:0.203; 15.488:0.165; 13.499:0.135; 9.377:0.133,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA74,C:\Users\vikas\Downloads\ls_outputs\2025_MA74\step14_final_summary.csv
2025 MA75,16.262895221540944,23.429710526315787,314,12.044825601851851,48.18 / 48.18,LS_peak=48.18 h; Adopted=48.18 h,48.17930240740742,48.17930240740742,2,96.35860481481484,2.4881909392378816,0.5257091933430548,0.5253708751399024,0.6871423882168237,0.1617715130769212,1.6228697955105007,ambiguous,0.41,8,8,48.179:0.410; 7.008:0.203; 96.359:0.193; 9.596:0.080; 14.016:0.048,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA75,C:\Users\vikas\Downloads\ls_outputs\2025_MA75\step14_final_summary.csv
2025 MA76,19.667709694357548,23.88583783783784,60,2.1273359027777774,19.45 / 19.45,LS_peak=19.45 h; Adopted=19.45 h,19.449928253968256,19.449928253968256,2,,,0.4945211594283235,0.4826945988788438,0.8776932034343368,0.3949986045554929,1.5769156516278164,insufficient,0.59,4,8,19.450:0.590; 0.897:0.247; 10.749:0.113; 1.055:0.050; 0.571:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA76,C:\Users\vikas\Downloads\ls_outputs\2025_MA76\step14_final_summary.csv
2025 MA77,17.987554739158785,22.327112994350284,357,9.027365601851852,1.70 / 3.40,LS_peak=1.70 h; Adopted=3.40 h,1.7009364038818016,3.401872807763603,2,6.803745615527206,13.071111026314156,0.0871359693277891,0.6617128415640643,0.8745797879782344,0.2128669464141701,1.083563550894827,insufficient,0.4875,7,8,3.402:0.487; 1.701:0.263; 3.664:0.115; 2.976:0.087; 1.985:0.025,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA77,C:\Users\vikas\Downloads\ls_outputs\2025_MA77\step14_final_summary.csv
2025 MA78,18.688757497759333,23.897210526315792,76,9.03633800925926,5.21 / 6.67,LS_peak=5.21 h; Adopted=6.67 h,5.210140834167501,6.6729880683760685,2,13.345976136752135,0.4599113212108534,0.3678461545595073,0.5027897823911047,0.7139390995526576,0.2111493171615528,1.4032610211146008,insufficient,0.3375,8,8,11.803:0.338; 0.383:0.280; 6.673:0.120; 4.263:0.085; 8.526:0.052,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA78,C:\Users\vikas\Downloads\ls_outputs\2025_MA78\step14_final_summary.csv
2025 MA79,19.048157493793116,23.438069620253167,276,12.044796493055555,110.12 / 30.43,LS_peak=110.12 h; Adopted=30.43 h,110.12385365079363,30.42895956140351,2,60.85791912280702,0.3112602086213769,0.2867161179198064,0.6943901496536817,0.8136438096111469,0.1192536599574651,1.3022262549563133,insufficient,0.3775,8,8,9.556:0.378; 60.858:0.247; 30.429:0.217; 10.633:0.048; 14.920:0.045,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA79,C:\Users\vikas\Downloads\ls_outputs\2025_MA79\step14_final_summary.csv
2025 MA8,18.928870583793262,23.553234482758626,265,9.033747800925926,42.30 / 42.30,LS_peak=42.30 h; Adopted=42.30 h,42.30437994579946,42.30437994579946,2,84.60875989159892,3.0406236542335705,0.3880329829180344,0.5563910401093004,0.8027037073181553,0.2463126672088549,1.4295955681893286,ambiguous,0.47,8,8,84.609:0.470; 42.304:0.273; 13.446:0.087; 9.325:0.070; 15.349:0.035,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA8,C:\Users\vikas\Downloads\ls_outputs\2025_MA8\step14_final_summary.csv
2025 MA80,19.03314174087284,23.69153333333333,39,7.962927199074074,0.43 / 0.68,LS_peak=0.43 h; Adopted=0.68 h,0.4265853856646827,0.6773956677989467,2,,,0.2492287560281226,0.6888987351463101,0.8872619053174624,0.1983631701711523,1.2580314618060815,insufficient,0.2375,7,8,0.339:0.237; 0.853:0.193; 0.677:0.175; 1.547:0.170; 0.448:0.152,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA80,C:\Users\vikas\Downloads\ls_outputs\2025_MA80\step14_final_summary.csv
2025 MA81,19.080547261547245,23.86121276595745,74,9.006472800925925,54.04 / 108.08,LS_peak=54.04 h; Adopted=108.08 h,54.03883680555556,108.07767361111112,2,,,0.6728851899060603,0.5185853403066147,0.696555733241123,0.1779703929345082,1.8584636709072255,insufficient,0.42,8,8,108.078:0.420; 54.039:0.228; 11.014:0.150; 22.029:0.098; 41.172:0.030,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA81,C:\Users\vikas\Downloads\ls_outputs\2025_MA81\step14_final_summary.csv
2025 MA82,18.778997307172688,23.59194897959184,179,12.039816006944443,19.93 / 20.64,LS_peak=19.93 h; Adopted=20.64 h,19.92797132183908,20.63968458333333,2,41.27936916666667,8.955615920833225,0.5240705413851996,0.5815801247177532,0.9245375686906564,0.342957443972903,1.6204223198057472,insufficient,0.3225,7,8,41.279:0.323; 82.559:0.318; 5.743:0.113; 7.224:0.090; 14.448:0.085,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA82,C:\Users\vikas\Downloads\ls_outputs\2025_MA82\step14_final_summary.csv
2025 MA83,18.40406038852761,23.7417619047619,39,2.1190750925925923,16.95 / 16.95,LS_peak=16.95 h; Adopted=16.95 h,16.952600740740742,16.952600740740742,2,,,0.3476786632634771,0.3567613396639189,0.6328923674880329,0.276131027824114,1.3774361141722038,insufficient,0.645,4,8,16.953:0.645; 0.514:0.268; 0.775:0.050; 1.098:0.037; 0.911:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA83,C:\Users\vikas\Downloads\ls_outputs\2025_MA83\step14_final_summary.csv
2025 MA84,18.593240289233563,23.649105263157896,58,4.117134803240741,0.35 / 0.69,LS_peak=0.35 h; Adopted=0.69 h,0.3450414151995732,0.6900828303991464,2,1.3801656607982928,11.538661747287732,0.3000486539955114,0.4812279354620798,0.6567588495334356,0.1755309140713556,1.318315813582428,insufficient,0.57,4,8,0.690:0.570; 0.358:0.347; 1.046:0.050; 0.239:0.033; 5.646:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MA84,C:\Users\vikas\Downloads\ls_outputs\2025_MA84\step14_final_summary.csv
